gene,mu_cancer,n_cancer,mu_normal,n_normal,delta,rank_delta_desc
GNPTG,-65.41630024237921,447,-164.8043596920551,447,99.3880594496759,362
B3GNTL1,-103.08199992222069,113,-202.390102420233,113,99.30810249801232,363
ESPN,-67.24453978105025,176,-166.44598986885765,176,99.2014500878074,364
PLPPR2,-76.45646626462218,186,-175.62698790847614,186,99.17052164385396,365
HS6ST1,-100.13608974880643,162,-199.26447795349875,162,99.12838820469233,366
TMEM45B,-58.75474455573342,440,-157.86845723932439,440,99.11371268359096,367
MSTO1,-99.76823754846697,169,-198.8419806124896,169,99.07374306402264,368
ASIC1,-83.6339599609375,15,-182.44085896809895,15,98.80689900716145,369
OXER1,-108.83810106913249,12,-207.64163080851236,12,98.80352973937987,370
GRIN2D,-111.09843444824219,2,-209.74227905273438,2,98.64384460449219,371
ABCB9,-120.85230960121638,79,-219.2527361519729,79,98.40042655075652,372
TBCB,-71.08087371690084,897,-169.30430514570597,897,98.22343142880513,373
PERM1,-96.96776259572883,19,-194.49670249537417,19,97.52893989964534,374
GALNT9,-89.10592651367188,1,-186.6180419921875,1,97.51211547851562,375
LINC01135,-116.64075775146485,5,-213.92788696289062,5,97.28712921142578,376
ARHGEF16,-78.43466854095459,192,-175.65673820177713,192,97.22206966082254,377
CACNG4,-84.5030877616968,89,-181.51071201281601,89,97.00762425111921,378
CEACAM4,-153.45382457668498,59,-250.0043922036381,59,96.55056762695312,379
TMEM253,-70.88480854034424,8,-167.3502311706543,8,96.46542263031006,380
ADGRG3,-100.7938404083252,4,-197.23053741455078,4,96.43669700622559,381
FENDRR,-105.32542343139649,10,-201.7045440673828,10,96.37912063598633,382
AMDHD2,-111.07492291927338,256,-207.39865785837173,256,96.32373493909836,383
EFNB3,-65.09136559622628,70,-160.86920841761997,70,95.77784282139369,384
MRPS34,-83.98831709026292,1194,-179.7325783862141,1194,95.74426129595118,385
GGN,-76.9138652256557,7,-172.33199201311385,7,95.41812678745815,386
SSH3,-90.95693701666755,333,-186.34400545870577,333,95.38706844203821,387
VEGFB,-68.49156599435193,513,-163.8565403750533,513,95.36497438070137,388
NHLH1,-127.20672225952148,2,-222.49368286132812,2,95.28696060180664,389
BOLA1,-136.6915207345145,525,-231.92782302129837,525,95.23630228678385,390
CBFA2T3,-80.70751698811848,9,-175.83538479275174,9,95.12786780463325,391
IGFBP4,-48.15422490768103,1155,-143.1468552494462,1155,94.99263034176516,392
SAMD8,-78.13537765217718,214,-173.05886683954256,214,94.92348918736538,393
FXYD2,-59.02375047857111,66,-153.93685496937144,66,94.91310449080032,394
MRPL12,-65.12856263352542,1039,-159.99824585607124,1039,94.86968322254582,395
NAB2,-55.457897550604315,356,-150.22562982794943,356,94.76773227734512,396
MRPL28,-125.20908683009401,676,-219.96472890278292,676,94.75564207268891,397
ZNF213-AS1,-103.68085998959012,72,-198.4112491607666,72,94.73038917117648,398
RHOT2,-141.9234685391949,509,-236.64023855392966,509,94.71677001473478,399
RAB11FIP4,-43.19222349590726,288,-137.87405347824097,288,94.68182998233371,400
VSTM2B,-68.8759536743164,1,-163.5330047607422,1,94.65705108642578,401
LYL1,-59.220998191833495,80,-153.83388729095458,80,94.61288909912108,402
KCTD21,-67.77449591500418,70,-162.03301609584264,70,94.25852018083846,403
ZNF232,-88.49074817233615,90,-182.74346364339192,90,94.25271547105577,404
EXOC7,-70.6937853111977,763,-164.77755265342142,763,94.08376734222372,405
GDF11,-102.14624898368065,109,-196.2081399620126,109,94.06189097833196,406
ECE1,-78.69271939071183,388,-172.2861864148956,388,93.59346702418378,407
MAZ,-76.26452282197434,637,-169.69561439406365,637,93.43109157208931,408
INF2,-104.15746424556558,306,-197.48544815163208,306,93.3279839060665,409
PPP1R13B,-51.249250883805125,380,-144.5272356936806,380,93.27798480987548,410
LOXL1-AS1,-129.02135639805948,31,-222.24830086000503,31,93.22694446194555,411
TTC34,-104.19156289100647,32,-196.98743104934692,32,92.79586815834045,412
NUDT8,-59.457332543367464,507,-152.00699972118852,507,92.54966717782105,413
CDHR5,-78.1326675415039,1,-170.51914978027344,1,92.38648223876953,414
SMIM5,-75.50743912205552,330,-167.83255888043027,330,92.32511975837475,415
MESP2,-76.3782482459897,61,-168.56315537749745,61,92.18490713150776,416
KRI1,-96.99730993474572,206,-188.9075269236148,206,91.91021698886908,417
TGM5,-96.2521743774414,1,-188.1243438720703,1,91.8721694946289,418
LTBP3,-103.93284534940533,816,-195.70403416951498,816,91.77118882010966,419
DRD4,-95.79473241170247,6,-187.21389516194662,6,91.41916275024415,420
CYP4F11,-102.39281387329102,50,-193.75167449951172,50,91.3588606262207,421
MED29,-73.86647047779776,704,-165.1965732791207,704,91.33010280132295,422
PIEZO1,-46.139570981936345,266,-137.36407728840533,266,91.22450630646898,423
TTYH2,-58.41505735348432,39,-149.39849501389725,39,90.98343766041293,424
KCNIP3,-95.18973312377929,10,-186.04632873535155,10,90.85659561157226,425
MOB2,-87.54340960863294,431,-177.90477910229887,431,90.36136949366593,426
OXCT2,-95.62862701416016,5,-185.88626098632812,5,90.25763397216797,427
CBARP,-57.400103149414065,25,-147.63081420898436,25,90.2307110595703,428
CALML5,-106.87776523166232,9,-196.98858303493924,9,90.11081780327692,429
ZNF540,-87.48492976597377,28,-177.59003339494978,28,90.10510362897601,430
DNAJB1,-94.07927240935085,1686,-184.15681790570207,1686,90.07754549635122,431
LINC00677,-82.36571502685547,1,-172.41526794433594,1,90.04955291748047,432
FUOM,-70.02538210550944,180,-159.6979162428114,180,89.67253413730197,433
TRIM11,-126.4279894510905,240,-215.94021949768066,240,89.51223004659016,434
DNMT3A,-63.70249425750418,194,-153.18649362780386,194,89.48399937029967,435
ZFPM1,-57.01971487271584,59,-146.2730826684984,59,89.25336779578257,436
FAAP100,-56.46455580132193,219,-145.66420115292345,219,89.19964535160153,437
NACC1,-73.64741046280511,354,-162.80608212745796,354,89.15867166465284,438
FAM83G,-58.94999799157819,117,-148.04908387273804,117,89.09908588115985,439
FBXL16,-91.69781424782492,22,-180.66712258078834,22,88.96930833296342,440
ATP11A-AS1,-90.88165283203125,3,-179.71055603027344,3,88.82890319824219,441
B4GALNT4,-82.1985166900012,49,-170.8009699607382,49,88.602453270737,442
PLCB3,-80.01230302437273,189,-168.47887093680245,189,88.46656791242972,443
AHNAK2,-115.53027902437945,127,-203.92366099920798,127,88.39338197482853,444
EML3,-107.91841131357046,260,-196.2943726172814,260,88.37596130371094,445
RAMP2-AS1,-61.93939099993025,7,-150.08331516810827,7,88.14392416817802,446
PGF,-75.78333430820041,36,-163.7877566019694,36,88.00442229376898,447
LAT,-116.36845460779527,85,-204.22501777200137,85,87.8565631642061,448
TBC1D24,-85.1951721483907,313,-172.99354675097968,313,87.79837460258898,449
APC2,-61.41339588165283,4,-149.06996154785156,4,87.65656566619873,450
HAMP,-106.03877755869989,23,-193.66022259256115,23,87.62144503386126,451
CA7,-52.99517822265625,2,-140.49649047851562,2,87.50131225585938,452
ANKRD9,-75.2517425000858,313,-162.6596581212248,313,87.407915621139,453
PDIA2,-126.46703690748949,13,-213.67181748610275,13,87.20478057861327,454
ARHGAP23,-87.36372782820362,118,-174.23809077376026,118,86.87436294555664,455
KRT79,-112.0757319132487,3,-198.94189453125,3,86.8661626180013,456
DMPK,-96.03021517666903,132,-182.8189924991492,132,86.78877732248017,457
SYT5,-85.63908301459418,9,-172.3725823296441,9,86.73349931504993,458
GNB3,-100.69167836507161,3,-187.17151387532553,3,86.47983551025392,459
AP5B1,-70.54385026834778,118,-156.9770100480419,118,86.43315977969412,460
PEA15,-61.59136933063774,486,-147.74091875994648,486,86.14954942930873,461
KCNJ11,-77.61364152696397,36,-163.7491798400879,36,86.13553831312392,462
ATP9B,-79.50055545401973,179,-165.4288271259329,179,85.92827167191318,463
WIZ,-105.28631765731258,193,-191.10106172709885,193,85.81474406978627,464
ASPRV1,-101.81706782749721,7,-187.37400599888392,7,85.5569381713867,465
CBX4,-83.21008467720017,521,-168.6082440337842,521,85.39815935658402,466
NAT14,-137.59558660333806,286,-222.98332747879562,286,85.38774087545755,467
ZDHHC24,-77.97418190018779,467,-163.2533503661064,467,85.2791684659186,468
ADAMTSL5,-65.91370186438927,26,-150.78882012000452,26,84.87511825561525,469
CALML6,-94.21304702758789,2,-178.94810485839844,2,84.73505783081055,470
ZNF132,-86.82462406158447,8,-171.42877006530762,8,84.60414600372314,471
GATA6-AS1,-126.48828345078688,52,-210.8165937570425,52,84.32831030625563,472
P2RY11,-129.23993456805195,81,-213.4980214436849,81,84.25808687563296,473
ACBD4,-73.09942297935486,160,-157.2728868484497,160,84.17346386909485,474
PYY,-85.20995330810547,4,-169.27751922607422,4,84.06756591796875,475
KCNA7,-73.50568962097168,4,-157.53060150146484,4,84.02491188049316,476
VASN,-84.37296901210662,248,-168.39047758040888,248,84.01750856830226,477
MTA2,-82.15375622407889,81,-166.101104547948,81,83.94734832386912,478
SP6,-117.56865692138672,6,-201.4988021850586,6,83.93014526367188,479
CLDN10,-67.02838287761504,374,-150.776604718703,374,83.74822184108795,480
IFI35,-66.87090977500466,544,-150.60867573233213,544,83.73776595732747,481
ZNF554,-142.6703109741211,60,-226.36617838541667,60,83.69586741129558,482
IFITM1,-102.97430715849906,330,-186.49275184400153,330,83.51844468550247,483
SBSN,-93.32070922851562,1,-176.812255859375,1,83.49154663085938,484
SLC18A2,-58.56206035614014,4,-142.03194046020508,4,83.46988010406494,485
LILRA6,-134.7135749230018,13,-218.09803302471454,13,83.38445810171274,486
MYO7A,-89.20011084420341,14,-172.53968484061105,14,83.33957399640764,487
PANK4,-76.79109809512184,63,-160.0601336766803,63,83.26903558155846,488
GAS8,-71.11049751737225,268,-154.2907180216775,268,83.18022050430524,489
ADGRA1,-81.94117736816406,11,-165.0367195822976,11,83.09554221413353,490
TCIRG1,-78.85934334470515,456,-161.92245981986062,456,83.06311647515547,491
TTC39A,-78.60710568129204,367,-161.6589341748313,367,83.05182849353926,492
RSPH6A,-92.23269653320312,1,-175.22677612304688,1,82.99407958984375,493
SMIM1,-51.36318636082891,670,-134.18555260273948,670,82.82236624191057,494
EHBP1L1,-44.09390976273011,428,-126.88980920738149,428,82.79589944465138,495
IFI44L,-88.0707105937757,380,-170.74015430651212,380,82.66944371273642,496
DDX51,-75.65539962595159,176,-158.24931621551514,176,82.59391658956355,497
TSKU,-99.70404604398287,130,-182.2747072660006,130,82.57066122201773,498
MEGF6,-88.70288785638657,374,-171.11524616588247,374,82.4123583094959,499
HES2,-87.56024253368378,64,-169.82747197151184,64,82.26722943782806,500
SPSB3,-98.124280678752,654,-180.30669629391545,654,82.18241561516345,501
ARAP1-AS1,-100.4656982421875,1,-182.63136291503903,1,82.16566467285153,502
TMEM86B,-101.85853089226617,36,-183.9834327697754,36,82.12490187750922,503
LTBR,-126.47968141753098,725,-208.5769092217807,725,82.09722780424973,504
ANO9,-57.052680405489916,203,-139.14655157380503,203,82.0938711683151,505
FXYD5,-60.89842634692634,970,-142.89066301326162,970,81.99223666633527,506
MLX,-69.40617566968574,610,-151.11228502617507,610,81.70610935648934,507
GAPDH,-68.02939773665011,2026,-149.65923179784627,2026,81.62983406119616,508
ADRA2B,-68.78316497802734,12,-150.2218106587728,12,81.43864568074545,509
TNFRSF25,-82.84267096886268,65,-164.23480529785155,65,81.39213432898887,510
C11orf21,-101.8470230102539,17,-183.14993016860063,17,81.30290715834673,511
GDF15,-59.91370163539128,1061,-141.21564642558337,1061,81.3019447901921,512
RINL,-95.45874902757548,177,-176.68646507478704,177,81.22771604721156,513
ZNF576,-52.31348010275861,278,-133.49266628567264,278,81.17918618291404,514
ENDOV,-59.08615016738159,479,-140.22077425835278,479,81.13462409097119,515
DCST1,-105.89618174235027,3,-187.02470906575522,3,81.12852732340495,516
SLC4A1,-90.31721199883356,18,-171.3745812310113,18,81.05736923217773,517
INCA1,-63.49821169623013,29,-144.5333446634227,29,81.03513296719257,518
TMEM200B,-68.94075139363606,6,-149.91556803385416,6,80.9748166402181,519
SYT7,-80.42665305504433,78,-161.14614985539362,78,80.71949680034929,520
MUC6,-95.55288696289062,2,-176.05677032470703,2,80.5038833618164,521
MEG3,-96.784335566502,153,-177.23457495994816,153,80.45023939344617,522
AIP,-95.5620975088566,752,-175.97781603387062,752,80.41571852501403,523
NOC2L,-97.79912218119111,529,-178.1921245668696,529,80.3930023856785,524
CKB,-73.46615063870192,1349,-153.8434551400198,1349,80.3773045013179,525
ST14,-59.90432937501922,762,-140.21518497016487,762,80.31085559514565,526
KRT80,-100.4453473944413,190,-180.75414171720806,190,80.30879432276676,527
PLPP4,-93.20712280273438,2,-173.4434356689453,2,80.23631286621094,528
FHOD1,-80.19246334166039,254,-160.35107433889794,254,80.15861099723756,529
PROCA1,-64.3694952707442,63,-144.51829649910096,63,80.14880122835676,530
POTEF,-125.23216247558594,2,-205.1605682373047,2,79.92840576171875,531
MTA1,-75.12427350905467,557,-154.84345227554843,557,79.71917876649376,532
TSR3,-40.27766616731926,683,-119.77937799456528,683,79.50171182724603,533
RHBDF1,-67.19097641767081,177,-146.60221233475679,177,79.41123591708597,534
NME3,-123.58155331520163,1199,-202.99138433283025,1199,79.40983101762862,535
TAF10,-73.31591147270755,828,-152.43962176410471,828,79.12371029139716,536
TRAPPC6A,-71.70213851029212,933,-150.81680167015216,933,79.11466315986004,537
LDB1,-61.99062507292803,136,-141.09543026194854,136,79.10480518902051,538
CCDC78,-74.1829238304725,234,-153.18436705760467,234,79.00144322713217,539
RELT,-59.60687287648519,60,-138.5516794840495,60,78.94480660756429,540
TESC,-43.617580403072736,355,-122.5090342776876,355,78.89145387461487,541
MRGPRF,-89.35728073120117,2,-168.21562957763672,2,78.85834884643555,542
SPATA32,-74.25690078735352,2,-153.0171661376953,2,78.7602653503418,543
RPUSD1,-76.60202397850796,191,-155.1455706052131,191,78.54354662670514,544
TNFSF9,-195.72766387156952,78,-274.1285599928636,78,78.40089612129407,545
C1QTNF8,-83.94564819335938,1,-162.3101806640625,1,78.36453247070312,546
PALD1,-79.59268697102864,6,-157.93763732910156,6,78.34495035807292,547
TCERG1L,-87.5161247253418,2,-165.75588989257812,2,78.23976516723633,548
ZNF566,-86.18187581276408,98,-164.3381310287787,98,78.15625521601461,549
RNF31,-84.22987541785606,13,-162.34217364971454,13,78.11229823185847,550
PAH,-117.42715454101562,1,-195.51792907714844,1,78.09077453613281,551
RDH5,-117.47777973521839,55,-195.51985778808594,55,78.04207805286755,552
HPCA,-94.28656578063965,8,-172.29079818725586,8,78.00423240661621,553
NDUFS2,-107.59782478467662,621,-185.57985791683964,621,77.98203313216302,554
MSRB2,-72.50214194533517,797,-150.1119226242697,797,77.60978067893454,555
HCFC1R1,-44.65774159383184,889,-122.24973213015579,889,77.59199053632395,556
RAB40B,-52.73612091680279,446,-130.08445076022983,446,77.34832984342704,557
CRLF1,-108.98046075730096,147,-186.27981536242427,147,77.29935460512331,558
TBCD,-102.07955135769315,540,-179.3228180496781,540,77.24326669198494,559
TMEM105,-92.75650811195374,64,-169.951833486557,64,77.19532537460327,560
NDUFA4L2,-89.75778606959751,28,-166.94454193115234,28,77.18675586155483,561
RHBDL1,-101.45463411572953,71,-178.61185874401684,71,77.15722462828731,562
CHST3,-86.09279365146283,97,-163.20988700316124,97,77.11709335169841,563
CATSPER4,-125.62421417236328,1,-202.5213928222656,1,76.89717864990232,564
MVB12A,-87.7212214564839,653,-164.58473710298173,653,76.86351564649783,565
WNT9A,-74.42557285853795,35,-151.2738071986607,35,76.84823434012276,566
ALLC,-110.98381042480467,1,-187.7413787841797,1,76.75756835937501,567
PFDN2,-65.13918764827588,1281,-141.8023929640616,1281,76.66320531578572,568
LMNA,-71.5027861445205,1908,-148.1310856657208,1908,76.6282995212003,569
CLSTN1,-63.32905811148234,543,-139.88722091309492,543,76.55816280161258,570
ERBB3,-100.45307129491592,1147,-176.92757441712757,1147,76.47450312221166,571
RARG,-102.97852099940107,203,-179.43473590418623,203,76.45621490478516,572
RSAD2,-112.66145839536092,123,-189.1038937452363,123,76.44243534987537,573
CEND1,-73.23019409179688,1,-149.62770080566406,1,76.39750671386719,574
LMF1,-101.37575493659173,143,-177.7540832732941,143,76.37832833670237,575
ADORA1,-98.75309406627308,88,-175.00183764371005,88,76.24874357743697,576
DMBX1,-71.87901941935222,6,-148.1127955118815,6,76.23377609252928,577
ZNF653,-94.86295231905851,44,-171.04740697687322,44,76.18445465781471,578
ANKRD13B,-73.443766841182,27,-149.55322830765337,27,76.10946146647137,579
NAALADL1,-107.73236673528498,22,-183.83411892977628,22,76.1017521944913,580
DUSP2,-83.06853808434923,269,-159.1402647450954,269,76.07172666074618,581
SERINC2,-92.01024561512227,784,-167.93765675291723,784,75.92741113779496,582
INPP5B,-83.94571658173298,221,-159.86973785814655,221,75.92402127641357,583
ARL6IP4,-129.1990144886452,1885,-204.9611673613126,1885,75.7621528726674,584
CEACAM1,-88.46105469494331,205,-164.06100635063356,205,75.59995165569025,585
RCCD1,-101.0328746629798,115,-176.52842898161515,115,75.49555431863536,586
TH,-85.12218475341797,3,-160.60310872395834,3,75.48092397054037,587
RBFOX1,-84.95322036743164,2,-160.13780975341797,2,75.18458938598633,588
WDR90,-93.69488014182464,197,-168.81955707375772,197,75.12467693193308,589
CYB561D1,-121.47505484054338,67,-196.56676813381821,67,75.09171329327484,590
IFI27,-76.23177200222608,1449,-151.24817739082584,1449,75.01640538859976,591
SCN1B,-40.484330627153504,106,-115.41413533912515,106,74.92980471197166,592
ODF3L1,-88.38241262996898,17,-163.24705505371094,17,74.86464242374196,593
RARA-AS1,-94.540206798072,206,-169.34251655652685,206,74.80230975845484,594
S100A2,-61.7741412528976,487,-136.55759176140694,487,74.78345050850933,595
PLEKHM2,-135.6446180882248,301,-210.28086376507022,301,74.63624567684542,596
FES,-109.22167934383359,111,-183.79287967166385,111,74.57120032783027,597
KCNQ4,-63.50428983900282,9,-137.9612545437283,9,74.45696470472548,598
SLC25A22,-95.09519488994891,169,-169.53351317637066,169,74.43831828642175,599
PROM2,-94.41598034888199,194,-168.8540222325276,194,74.43804188364561,600
SOX8,-133.54238586425782,5,-207.90763244628906,5,74.36524658203123,601
HAS1,-118.3683573404948,6,-192.71739196777344,6,74.34903462727864,602
DUSP5,-69.04324560023066,536,-143.35947455221148,536,74.31622895198082,603
SHISA4,-83.7334617332176,297,-158.03161035402857,297,74.29814862081098,604
BISPR,-85.44512557983398,48,-159.68651898701987,48,74.24139340718588,605
R3HDM4,-47.337921865563146,401,-121.53917524761096,401,74.20125338204781,606
